Start;End;Location;Type;Place;LifeCycles
09/12/2011 17:59;09/12/2011 17:59;Basin;PIR;Bathroom;12
09/12/2011 18:02;09/12/2011 18:19;Seat;Pressure;Living;12
09/12/2011 18:32;09/12/2011 18:32;Maindoor;Magnetic;Entrance;12
09/12/2011 18:48;09/12/2011 18:48;Maindoor;Magnetic;Entrance;12
09/12/2011 18:50;09/12/2011 18:50;Fridge;Magnetic;Kitchen;12
09/12/2011 19:19;09/12/2011 21:04;Seat;Pressure;Living;12
09/12/2011 21:04;09/12/2011 21:04;Basin;PIR;Bathroom;12
09/12/2011 21:04;10/12/2011 00:16;Seat;Pressure;Living;12
10/12/2011 00:16;10/12/2011 00:16;Basin;PIR;Bathroom;12
10/12/2011 00:17;10/12/2011 00:46;Seat;Pressure;Living;12
10/12/2011 00:50;10/12/2011 09:26;Bed;Pressure;Bedroom;13
10/12/2011 09:35;10/12/2011 09:36;Toilet;Flush;Bathroom;13
10/12/2011 09:37;10/12/2011 09:37;Cabinet;Magnetic;Bathroom;13
10/12/2011 09:37;10/12/2011 09:45;Basin;PIR;Bathroom;13
10/12/2011 09:46;10/12/2011 09:46;Cabinet;Magnetic;Bathroom;13
10/12/2011 09:46;10/12/2011 09:46;Basin;PIR;Bathroom;13
10/12/2011 09:47;10/12/2011 09:52;Shower;PIR;Bathroom;13
10/12/2011 09:55;10/12/2011 09:55;Cupboard;Magnetic;Kitchen;13
10/12/2011 09:55;10/12/2011 09:59;Toaster;Electric;Kitchen;13
10/12/2011 09:56;10/12/2011 09:56;Cupboard;Magnetic;Kitchen;13
10/12/2011 09:56;10/12/2011 09:56;Fridge;Magnetic;Kitchen;13
10/12/2011 09:56;10/12/2011 09:58;Microwave;Electric;Kitchen;13
10/12/2011 09:58;10/12/2011 09:58;Cooktop;PIR;Kitchen;13
10/12/2011 10:03;10/12/2011 12:34;Seat;Pressure;Living;13
10/12/2011 12:52;10/12/2011 12:53;Basin;PIR;Bathroom;13
10/12/2011 13:04;10/12/2011 13:04;Maindoor;Magnetic;Entrance;13
10/12/2011 17:06;10/12/2011 17:07;Maindoor;Magnetic;Entrance;13
10/12/2011 17:11;10/12/2011 20:16;Seat;Pressure;Living;13
10/12/2011 20:21;10/12/2011 20:23;Basin;PIR;Bathroom;13
10/12/2011 20:25;10/12/2011 20:25;Maindoor;Magnetic;Entrance;13
11/12/2011 00:56;11/12/2011 00:56;Maindoor;Magnetic;Entrance;13
11/12/2011 01:01;11/12/2011 02:26;Seat;Pressure;Living;13
11/12/2011 02:27;11/12/2011 02:28;Basin;PIR;Bathroom;13
11/12/2011 02:31;11/12/2011 11:57;Bed;Pressure;Bedroom;14
11/12/2011 12:01;11/12/2011 12:01;Toilet;Flush;Bathroom;14
11/12/2011 12:02;11/12/2011 12:02;Basin;PIR;Bathroom;14
11/12/2011 12:02;11/12/2011 12:18;Shower;PIR;Bathroom;14
11/12/2011 12:21;11/12/2011 12:25;Toaster;Electric;Kitchen;14
11/12/2011 12:22;11/12/2011 12:22;Cupboard;Magnetic;Kitchen;14
11/12/2011 12:22;11/12/2011 12:23;Fridge;Magnetic;Kitchen;14
11/12/2011 12:23;11/12/2011 12:25;Microwave;Electric;Kitchen;14
11/12/2011 12:32;11/12/2011 14:26;Seat;Pressure;Living;14
11/12/2011 14:34;11/12/2011 14:34;Cupboard;Magnetic;Kitchen;14
11/12/2011 14:36;11/12/2011 15:00;Cooktop;PIR;Kitchen;14
11/12/2011 14:37;11/12/2011 14:37;Cupboard;Magnetic;Kitchen;14
11/12/2011 14:43;11/12/2011 14:44;Cupboard;Magnetic;Kitchen;14
11/12/2011 14:49;11/12/2011 14:50;Cupboard;Magnetic;Kitchen;14
11/12/2011 15:13;11/12/2011 15:13;Fridge;Magnetic;Kitchen;14
11/12/2011 15:29;11/12/2011 15:30;Toilet;Flush;Bathroom;14
11/12/2011 15:41;11/12/2011 15:43;Basin;PIR;Bathroom;14
11/12/2011 15:43;12/12/2011 00:22;Seat;Pressure;Living;14
