Start;End;Location;Type;Place;LifeCycles
09/12/2011 17:59;09/12/2011 17:59;Basin;PIR;Bathroom;12
09/12/2011 18:02;09/12/2011 18:19;Seat;Pressure;Living;12
09/12/2011 18:32;09/12/2011 18:32;Maindoor;Magnetic;Entrance;12
09/12/2011 18:48;09/12/2011 18:48;Maindoor;Magnetic;Entrance;12
09/12/2011 18:50;09/12/2011 18:50;Fridge;Magnetic;Kitchen;12
09/12/2011 19:19;09/12/2011 21:04;Seat;Pressure;Living;12
09/12/2011 21:04;09/12/2011 21:04;Basin;PIR;Bathroom;12
09/12/2011 21:04;10/12/2011 00:16;Seat;Pressure;Living;12
10/12/2011 00:16;10/12/2011 00:16;Basin;PIR;Bathroom;12
10/12/2011 00:17;10/12/2011 00:46;Seat;Pressure;Living;12
10/12/2011 00:50;10/12/2011 09:26;Bed;Pressure;Bedroom;13
10/12/2011 09:35;10/12/2011 09:36;Toilet;Flush;Bathroom;13
10/12/2011 09:37;10/12/2011 09:37;Cabinet;Magnetic;Bathroom;13
10/12/2011 09:37;10/12/2011 09:45;Basin;PIR;Bathroom;13
10/12/2011 09:46;10/12/2011 09:46;Cabinet;Magnetic;Bathroom;13
10/12/2011 09:46;10/12/2011 09:46;Basin;PIR;Bathroom;13
10/12/2011 09:47;10/12/2011 09:52;Shower;PIR;Bathroom;13
10/12/2011 09:55;10/12/2011 09:55;Cupboard;Magnetic;Kitchen;13
10/12/2011 09:55;10/12/2011 09:59;Toaster;Electric;Kitchen;13
10/12/2011 09:56;10/12/2011 09:56;Cupboard;Magnetic;Kitchen;13
10/12/2011 09:56;10/12/2011 09:56;Fridge;Magnetic;Kitchen;13
10/12/2011 09:56;10/12/2011 09:58;Microwave;Electric;Kitchen;13
10/12/2011 09:58;10/12/2011 09:58;Cooktop;PIR;Kitchen;13
10/12/2011 10:03;10/12/2011 12:34;Seat;Pressure;Living;13
10/12/2011 12:52;10/12/2011 12:53;Basin;PIR;Bathroom;13
10/12/2011 13:04;10/12/2011 13:04;Maindoor;Magnetic;Entrance;13
10/12/2011 17:06;10/12/2011 17:07;Maindoor;Magnetic;Entrance;13
10/12/2011 17:11;10/12/2011 20:16;Seat;Pressure;Living;13
10/12/2011 20:21;10/12/2011 20:23;Basin;PIR;Bathroom;13
10/12/2011 20:25;10/12/2011 20:25;Maindoor;Magnetic;Entrance;13
11/12/2011 00:56;11/12/2011 00:56;Maindoor;Magnetic;Entrance;13
11/12/2011 01:01;11/12/2011 02:26;Seat;Pressure;Living;13
11/12/2011 02:27;11/12/2011 02:28;Basin;PIR;Bathroom;13
11/12/2011 02:31;11/12/2011 11:57;Bed;Pressure;Bedroom;14
11/12/2011 12:01;11/12/2011 12:01;Toilet;Flush;Bathroom;14
11/12/2011 12:02;11/12/2011 12:02;Basin;PIR;Bathroom;14
11/12/2011 12:02;11/12/2011 12:18;Shower;PIR;Bathroom;14
11/12/2011 12:21;11/12/2011 12:25;Toaster;Electric;Kitchen;14
11/12/2011 12:22;11/12/2011 12:22;Cupboard;Magnetic;Kitchen;14
11/12/2011 12:22;11/12/2011 12:23;Fridge;Magnetic;Kitchen;14
11/12/2011 12:23;11/12/2011 12:25;Microwave;Electric;Kitchen;14
11/12/2011 12:32;11/12/2011 14:26;Seat;Pressure;Living;14
11/12/2011 14:34;11/12/2011 14:34;Cupboard;Magnetic;Kitchen;14
11/12/2011 14:36;11/12/2011 15:00;Cooktop;PIR;Kitchen;14
11/12/2011 14:37;11/12/2011 14:37;Cupboard;Magnetic;Kitchen;14
11/12/2011 14:43;11/12/2011 14:44;Cupboard;Magnetic;Kitchen;14
11/12/2011 14:49;11/12/2011 14:50;Cupboard;Magnetic;Kitchen;14
11/12/2011 15:13;11/12/2011 15:13;Fridge;Magnetic;Kitchen;14
11/12/2011 15:29;11/12/2011 15:30;Toilet;Flush;Bathroom;14
11/12/2011 15:41;11/12/2011 15:43;Basin;PIR;Bathroom;14
11/12/2011 15:43;12/12/2011 00:22;Seat;Pressure;Living;14
28/11/2011 02:27;28/11/2011 10:18;Sleeping;;;1
28/11/2011 10:21;28/11/2011 10:23;Toileting;;;1
28/11/2011 10:25;28/11/2011 10:33;Showering;;;1
28/11/2011 10:34;28/11/2011 10:43;Breakfast;;;1
28/11/2011 10:49;28/11/2011 10:51;Grooming;;;1
28/11/2011 10:51;28/11/2011 13:05;Spare_Time/TV;;;1
28/11/2011 13:06;28/11/2011 13:06;Toileting;;;1
28/11/2011 13:09;28/11/2011 13:29;Leaving;;;1
28/11/2011 13:38;28/11/2011 14:21;Spare_Time/TV;;;1
28/11/2011 14:22;28/11/2011 14:27;Toileting;;;1
28/11/2011 14:27;28/11/2011 15:04;Lunch;;;1
28/11/2011 15:04;28/11/2011 15:06;Grooming;;;1
28/11/2011 15:07;28/11/2011 20:20;Spare_Time/TV;;;1
28/11/2011 20:20;28/11/2011 20:20;Snack;;;1
28/11/2011 20:21;29/11/2011 02:06;Spare_Time/TV;;;1
29/11/2011 02:16;29/11/2011 11:31;Sleeping;;;2
29/11/2011 11:31;29/11/2011 11:36;Toileting;;;2
29/11/2011 11:37;29/11/2011 11:48;Grooming;;;2
29/11/2011 11:49;29/11/2011 11:51;Showering;;;2
29/11/2011 12:08;29/11/2011 12:18;Breakfast;;;2
29/11/2011 12:19;29/11/2011 12:22;Grooming;;;2
29/11/2011 12:22;29/11/2011 12:24;Spare_Time/TV;;;2
29/11/2011 13:25;29/11/2011 13:25;Snack;;;2
29/11/2011 13:25;29/11/2011 15:12;Spare_Time/TV;;;2
29/11/2011 15:13;29/11/2011 15:13;Toileting;;;2
29/11/2011 15:14;29/11/2011 15:45;Lunch;;;2
29/11/2011 15:49;29/11/2011 15:50;Grooming;;;2
29/11/2011 15:52;29/11/2011 16:17;Spare_Time/TV;;;2
29/11/2011 16:18;29/11/2011 16:31;Toileting;;;2
29/11/2011 16:34;29/11/2011 17:08;Spare_Time/TV;;;2
29/11/2011 17:08;29/11/2011 17:09;Toileting;;;2
29/11/2011 17:43;29/11/2011 18:57;Spare_Time/TV;;;2
29/11/2011 19:02;29/11/2011 20:23;Leaving;;;2
29/11/2011 20:28;30/11/2011 01:19;Spare_Time/TV;;;2
30/11/2011 01:22;30/11/2011 10:07;Sleeping;;;3
30/11/2011 10:11;30/11/2011 10:13;Toileting;;;3
30/11/2011 10:14;30/11/2011 10:18;Showering;;;3
30/11/2011 10:22;30/11/2011 10:35;Breakfast;;;3
30/11/2011 10:39;30/11/2011 10:41;Grooming;;;3
30/11/2011 10:41;30/11/2011 13:04;Spare_Time/TV;;;3
30/11/2011 13:05;30/11/2011 13:05;Snack;;;3
30/11/2011 13:05;30/11/2011 14:09;Spare_Time/TV;;;3
30/11/2011 14:11;30/11/2011 14:11;Toileting;;;3
30/11/2011 14:13;30/11/2011 14:34;Spare_Time/TV;;;3
30/11/2011 14:39;30/11/2011 15:00;Lunch;;;3
30/11/2011 15:11;30/11/2011 16:39;Spare_Time/TV;;;3
30/11/2011 16:40;30/11/2011 16:40;Toileting;;;3
30/11/2011 16:41;30/11/2011 16:41;Snack;;;3
30/11/2011 16:41;30/11/2011 18:00;Spare_Time/TV;;;3
30/11/2011 18:01;30/11/2011 18:01;Toileting;;;3
30/11/2011 18:01;30/11/2011 18:43;Spare_Time/TV;;;3
30/11/2011 18:57;30/11/2011 18:57;Toileting;;;3
30/11/2011 18:57;30/11/2011 19:37;Spare_Time/TV;;;3
30/11/2011 19:37;30/11/2011 19:38;Toileting;;;3
30/11/2011 19:46;30/11/2011 20:05;Leaving;;;3
30/11/2011 20:13;30/11/2011 20:13;Grooming;;;3
30/11/2011 20:14;01/12/2011 01:34;Spare_Time/TV;;;3
01/12/2011 01:37;01/12/2011 10:50;Sleeping;;;4
01/12/2011 10:55;01/12/2011 10:55;Grooming;;;4
01/12/2011 10:58;01/12/2011 11:12;Showering;;;4
01/12/2011 11:17;01/12/2011 11:29;Breakfast;;;4
01/12/2011 11:30;01/12/2011 14:29;Spare_Time/TV;;;4
01/12/2011 14:29;01/12/2011 14:55;Lunch;;;4
01/12/2011 15:09;01/12/2011 16:26;Spare_Time/TV;;;4
01/12/2011 16:26;01/12/2011 16:27;Toileting;;;4
01/12/2011 16:27;01/12/2011 16:46;Spare_Time/TV;;;4
01/12/2011 17:17;01/12/2011 17:27;Grooming;;;4
01/12/2011 17:29;01/12/2011 18:49;Leaving;;;4
01/12/2011 18:55;01/12/2011 19:10;Spare_Time/TV;;;4
01/12/2011 19:28;01/12/2011 16:29;Toileting;;;4
01/12/2011 19:30;01/12/2011 23:52;Spare_Time/TV;;;4
01/12/2011 23:53;01/12/2011 23:53;Grooming;;;4
01/12/2011 23:54;02/12/2011 01:18;Spare_Time/TV;;;4
02/12/2011 01:18;02/12/2011 01:18;Grooming;;;4
02/12/2011 01:19;02/12/2011 02:08;Spare_Time/TV;;;4
02/12/2011 02:09;02/12/2011 02:13;Grooming;;;4
02/12/2011 02:15;02/12/2011 12:15;Sleeping;;;5
02/12/2011 12:16;02/12/2011 12:20;Toileting;;;5
02/12/2011 12:20;01/12/2011 10:20;Grooming;;;5
02/12/2011 12:21;02/12/2011 12:25;Showering;;;5
02/12/2011 12:27;01/12/2011 11:35;Breakfast;;;5
02/12/2011 12:37;02/12/2011 14:46;Spare_Time/TV;;;5
02/12/2011 14:47;02/12/2011 15:20;Lunch;;;5
02/12/2011 15:24;02/12/2011 15:55;Spare_Time/TV;;;5
02/12/2011 15:56;02/12/2011 15:57;Grooming;;;5
02/12/2011 15:58;02/12/2011 16:36;Spare_Time/TV;;;5
02/12/2011 16:37;02/12/2011 16:47;Toileting;;;5
02/12/2011 16:47;02/12/2011 19:39;Spare_Time/TV;;;5
02/12/2011 19:40;02/12/2011 19:40;Snack;;;5
02/12/2011 19:41;02/12/2011 21:26;Spare_Time/TV;;;5
02/12/2011 21:27;02/12/2011 21:44;Toileting;;;5
02/12/2011 21:46;03/12/2011 01:41;Spare_Time/TV;;;5
03/12/2011 01:47;03/12/2011 11:56;Sleeping;;;6
03/12/2011 11:57;03/12/2011 11:59;Toileting;;;6
03/12/2011 11:59;03/12/2011 12:01;Grooming;;;6
03/12/2011 12:03;03/12/2011 12:07;Showering;;;6
03/12/2011 12:10;03/12/2011 12:19;Breakfast;;;6
03/12/2011 12:21;03/12/2011 13:28;Spare_Time/TV;;;6
03/12/2011 13:29;03/12/2011 13:29;Grooming;;;6
03/12/2011 13:29;03/12/2011 14:01;Spare_Time/TV;;;6
03/12/2011 14:11;03/12/2011 14:14;Grooming;;;6
03/12/2011 14:18;03/12/2011 17:48;Leaving;;;6
03/12/2011 17:50;03/12/2011 23:53;Spare_Time/TV;;;6
03/12/2011 23:54;03/12/2011 23:54;Toileting;;;6
03/12/2011 23:55;04/12/2011 03:16;Spare_Time/TV;;;6
04/12/2011 03:19;04/12/2011 12:37;Sleeping;;;7
04/12/2011 12:39;04/12/2011 12:45;Toileting;;;7
04/12/2011 12:46;04/12/2011 12:47;Grooming;;;7
04/12/2011 12:50;04/12/2011 12:54;Showering;;;7
04/12/2011 12:56;04/12/2011 12:59;Breakfast;;;7
04/12/2011 13:00;04/12/2011 13:58;Spare_Time/TV;;;7
04/12/2011 14:00;04/12/2011 14:03;Toileting;;;7
04/12/2011 14:11;04/12/2011 16:31;Leaving;;;7
04/12/2011 16:34;04/12/2011 17:25;Spare_Time/TV;;;7
04/12/2011 17:27;04/12/2011 17:27;Snack;;;7
04/12/2011 17:27;04/12/2011 17:43;Spare_Time/TV;;;7
04/12/2011 17:45;04/12/2011 17:45;Grooming;;;7
04/12/2011 18:08;04/12/2011 18:57;Spare_Time/TV;;;7
04/12/2011 18:58;04/12/2011 18:59;Toileting;;;7
04/12/2011 18:59;04/12/2011 18:59;Snack;;;7
04/12/2011 19:00;04/12/2011 22:20;Spare_Time/TV;;;7
04/12/2011 22:21;04/12/2011 22:22;Toileting;;;7
04/12/2011 22:22;05/12/2011 01:28;Spare_Time/TV;;;7
05/12/2011 01:31;05/12/2011 01:31;Grooming;;;7
05/12/2011 01:35;05/12/2011 11:48;Sleeping;;;8
05/12/2011 11:53;05/12/2011 11:53;Toileting;;;8
05/12/2011 11:57;05/12/2011 11:57;Grooming;;;8
05/12/2011 12:01;05/12/2011 12:08;Showering;;;8
05/12/2011 12:14;05/12/2011 12:24;Breakfast;;;8
05/12/2011 13:46;05/12/2011 14:26;Spare_Time/TV;;;8
05/12/2011 14:28;05/12/2011 14:28;Grooming;;;8
05/12/2011 14:38;05/12/2011 14:55;Leaving;;;8
05/12/2011 14:57;05/12/2011 15:40;Lunch;;;8
05/12/2011 15:42;05/12/2011 15:43;Grooming;;;8
05/12/2011 15:44;05/12/2011 15:44;Toileting;;;8
05/12/2011 15:44;05/12/2011 16:02;Spare_Time/TV;;;8
05/12/2011 16:06;05/12/2011 16:36;Toileting;;;8
05/12/2011 16:37;05/12/2011 17:14;Spare_Time/TV;;;8
05/12/2011 17:17;05/12/2011 18:57;Leaving;;;8
05/12/2011 19:01;05/12/2011 19:24;Spare_Time/TV;;;8
05/12/2011 19:24;05/12/2011 19:24;Snack;;;8
05/12/2011 19:24;05/12/2011 20:07;Spare_Time/TV;;;8
05/12/2011 20:07;05/12/2011 20:07;Grooming;;;8
05/12/2011 20:08;05/12/2011 20:08;Toileting;;;8
05/12/2011 20:09;05/12/2011 21:06;Spare_Time/TV;;;8
05/12/2011 21:06;05/12/2011 21:06;Toileting;;;8
05/12/2011 21:06;05/12/2011 21:07;Grooming;;;8
05/12/2011 21:07;06/12/2011 00:38;Spare_Time/TV;;;8
06/12/2011 00:39;06/12/2011 00:40;Toileting;;;8
06/12/2011 00:42;06/12/2011 10:07;Sleeping;;;9
06/12/2011 11:08;06/12/2011 11:08;Toileting;;;9
06/12/2011 11:09;06/12/2011 11:11;Grooming;;;9
06/12/2011 11:12;06/12/2011 11:25;Showering;;;9
06/12/2011 11:30;06/12/2011 11:35;Breakfast;;;9
06/12/2011 11:39;06/12/2011 14:37;Spare_Time/TV;;;9
06/12/2011 14:40;06/12/2011 15:15;Lunch;;;9
06/12/2011 15:18;06/12/2011 15:20;Grooming;;;9
06/12/2011 15:21;06/12/2011 17:11;Spare_Time/TV;;;9
06/12/2011 17:13;06/12/2011 17:19;Toileting;;;9
06/12/2011 17:19;06/12/2011 18:06;Spare_Time/TV;;;9
06/12/2011 18:07;06/12/2011 18:07;Grooming;;;9
06/12/2011 18:07;06/12/2011 19:22;Spare_Time/TV;;;9
06/12/2011 19:22;06/12/2011 19:22;Snack;;;9
06/12/2011 19:25;06/12/2011 19:26;Grooming;;;9
06/12/2011 19:40;07/12/2011 00:07;Spare_Time/TV;;;9
07/12/2011 00:07;07/12/2011 00:07;Grooming;;;9
07/12/2011 00:08;07/12/2011 00:54;Spare_Time/TV;;;9
07/12/2011 00:57;07/12/2011 00:57;Toileting;;;9
07/12/2011 00:59;07/12/2011 10:45;Sleeping;;;10
07/12/2011 10:46;07/12/2011 10:49;Toileting;;;10
07/12/2011 10:50;07/12/2011 11:04;Grooming;;;10
07/12/2011 11:05;07/12/2011 11:11;Showering;;;10
07/12/2011 11:12;07/12/2011 11:20;Breakfast;;;10
07/12/2011 11:22;07/12/2011 13:56;Spare_Time/TV;;;10
07/12/2011 14:03;07/12/2011 14:39;Lunch;;;10
07/12/2011 14:41;07/12/2011 15:28;Spare_Time/TV;;;10
07/12/2011 15:31;07/12/2011 15:31;Grooming;;;10
07/12/2011 15:31;07/12/2011 15:31;Toileting;;;10
07/12/2011 15:32;07/12/2011 16:11;Spare_Time/TV;;;10
07/12/2011 16:15;07/12/2011 16:21;Grooming;;;10
07/12/2011 16:25;07/12/2011 18:12;Leaving;;;10
07/12/2011 18:14;07/12/2011 18:14;Grooming;;;10
07/12/2011 18:15;07/12/2011 18:15;Toileting;;;10
07/12/2011 18:15;07/12/2011 19:21;Spare_Time/TV;;;10
07/12/2011 19:23;07/12/2011 19:28;Snack;;;10
07/12/2011 20:37;07/12/2011 20:38;Snack;;;10
07/12/2011 20:39;07/12/2011 20:39;Toileting;;;10
07/12/2011 20:40;07/12/2011 20:42;Spare_Time/TV;;;10
07/12/2011 20:52;07/12/2011 23:19;Spare_Time/TV;;;10
07/12/2011 23:19;07/12/2011 23:19;Toileting;;;10
07/12/2011 23:20;08/12/2011 01:32;Spare_Time/TV;;;10
08/12/2011 01:39;08/12/2011 11:14;Sleeping;;;11
08/12/2011 11:17;08/12/2011 11:17;Grooming;;;11
08/12/2011 11:17;08/12/2011 11:17;Toileting;;;11
08/12/2011 11:18;08/12/2011 11:18;Grooming;;;11
08/12/2011 11:19;08/12/2011 11:24;Showering;;;11
08/12/2011 11:25;08/12/2011 11:34;Breakfast;;;11
08/12/2011 11:36;08/12/2011 13:41;Spare_Time/TV;;;11
08/12/2011 14:04;08/12/2011 14:05;Grooming;;;11
08/12/2011 14:10;08/12/2011 16:21;Leaving;;;11
08/12/2011 16:24;08/12/2011 22:13;Spare_Time/TV;;;11
08/12/2011 22:13;08/12/2011 22:13;Grooming;;;11
08/12/2011 22:14;08/12/2011 23:12;Spare_Time/TV;;;11
08/12/2011 23:14;08/12/2011 23:14;Grooming;;;11
08/12/2011 23:14;09/12/2011 01:03;Spare_Time/TV;;;11
09/12/2011 01:04;09/12/2011 01:05;Grooming;;;11
09/12/2011 01:16;09/12/2011 10:49;Sleeping;;;12
09/12/2011 10:51;09/12/2011 10:52;Toileting;;;12
09/12/2011 10:52;09/12/2011 10:52;Grooming;;;12
09/12/2011 10:54;09/12/2011 10:58;Showering;;;12
09/12/2011 11:00;09/12/2011 11:08;Breakfast;;;12
09/12/2011 11:09;09/12/2011 12:32;Spare_Time/TV;;;12
09/12/2011 12:33;09/12/2011 12:42;Grooming;;;12
09/12/2011 12:44;09/12/2011 16:33;Leaving;;;12
09/12/2011 16:45;09/12/2011 16:59;Spare_Time/TV;;;12
09/12/2011 17:01;09/12/2011 17:04;Toileting;;;12
09/12/2011 17:06;09/12/2011 17:59;Spare_Time/TV;;;12
09/12/2011 17:59;09/12/2011 17:59;Grooming;;;12
09/12/2011 18:02;09/12/2011 18:19;Spare_Time/TV;;;12
09/12/2011 18:32;09/12/2011 18:48;Leaving;;;12
09/12/2011 19:19;09/12/2011 21:04;Spare_Time/TV;;;12
09/12/2011 21:04;09/12/2011 21:04;Grooming;;;12
09/12/2011 21:04;10/12/2011 00:16;Spare_Time/TV;;;12
10/12/2011 00:16;10/12/2011 00:16;Grooming;;;12
10/12/2011 00:17;10/12/2011 00:46;Spare_Time/TV;;;12
10/12/2011 00:50;10/12/2011 09:26;Sleeping;;;13
10/12/2011 09:28;10/12/2011 09:35;Toileting;;;13
10/12/2011 09:37;10/12/2011 09:46;Grooming;;;13
10/12/2011 09:47;10/12/2011 09:52;Showering;;;13
10/12/2011 09:55;10/12/2011 10:02;Breakfast;;;13
10/12/2011 10:03;10/12/2011 12:34;Spare_Time/TV;;;13
10/12/2011 12:52;10/12/2011 12:53;Grooming;;;13
10/12/2011 13:04;10/12/2011 17:07;Leaving;;;13
10/12/2011 17:11;10/12/2011 20:16;Spare_Time/TV;;;13
10/12/2011 20:21;10/12/2011 20:23;Grooming;;;13
10/12/2011 20:25;11/12/2011 00:56;Leaving;;;13
11/12/2011 01:01;11/12/2011 02:26;Spare_Time/TV;;;13
11/12/2011 02:27;11/12/2011 02:28;Grooming;;;13
11/12/2011 02:31;11/12/2011 11:57;Sleeping;;;14
11/12/2011 11:58;11/12/2011 12:01;Toileting;;;14
11/12/2011 12:02;11/12/2011 12:02;Grooming;;;14
11/12/2011 12:02;11/12/2011 12:18;Showering;;;14
11/12/2011 12:21;11/12/2011 12:30;Breakfast;;;14
11/12/2011 12:32;11/12/2011 14:26;Spare_Time/TV;;;14
11/12/2011 14:34;11/12/2011 15:26;Lunch;;;14
11/12/2011 15:28;11/12/2011 15:30;Toileting;;;14
11/12/2011 15:41;11/12/2011 15:43;Grooming;;;14
11/12/2011 15:43;11/12/2011 21:41;Spare_Time/TV;;;14
